Fecha,Hora,artistName,trackName,msPlayed,Fuente
2023-05-27,15:57,Alvaro Diaz,Todas Mías,230,C
2023-05-27,15:57,Jesse Baez,Fácil,1601,C
2023-05-27,15:57,C. Tangana,5 Stars (feat. Polimá Westcoast),1950,C
2023-05-27,15:57,C. Tangana,Still Rapping (feat. Steve Lean),89899,C
2023-05-27,16:01,C. Tangana,5 Stars (feat. Polimá Westcoast),244971,C
2023-05-27,16:04,Alvaro Diaz,Todas Mías,174920,C
2023-05-27,16:05,C. Tangana,"Huele a Nuevo (feat. Sticky M.A., Danni Ble & Royce Rolo)",61708,C
2023-05-27,16:08,C. Tangana,"Spanish Jigga Freestyle - Live from VEVO NYC, July 18'",184250,C
2023-05-27,16:11,C. Tangana,Siempre Quise Todo (feat. Sky Rompiendo),151000,C
2023-05-27,17:20,KHEA,SIN CORAZÓN,6165,C
2023-05-27,17:20,Pescado Rabioso,Todas las Hojas Son del Viento,554,C
2023-05-27,17:20,Gustavo Cerati,Camuflaje,43285,C
2023-05-27,17:21,Pescado Rabioso,Cementerio Club,26368,C
2023-05-27,17:22,YSY A,RELOJES REVENTADOS,46314,C
2023-05-27,17:24,C. Tangana,Demasiadas Mujeres,153960,C
2023-05-27,17:28,C. Tangana,Tú Me Dejaste De Querer,198493,C
2023-05-27,17:31,C. Tangana,Comerte Entera,174480,C
2023-05-27,17:33,C. Tangana,Nunca Estoy,162493,C
2023-05-27,17:36,C. Tangana,Párteme La Cara,167866,C
2023-05-27,17:39,C. Tangana,Ingobernable,187053,C
2023-05-27,17:42,C. Tangana,Nominao,176186,C
2023-05-27,17:45,C. Tangana,Un Veneno - G-Mix,193693,C
2023-05-27,17:49,C. Tangana,Te Olvidaste,187520,C
2023-05-27,17:52,C. Tangana,Muriendo De Envidia,182640,C
2023-05-27,17:54,C. Tangana,CAMBIA!,161474,C
2023-05-27,17:57,Eslabon Armado,Ella Baila Sola,165671,C
2023-05-27,17:58,Eslabon Armado,Ella Baila Sola,39567,C
2023-05-27,17:58,Woodkid,The Golden Age,7744,C
2023-05-27,18:00,Woodkid,The Golden Age,124309,C
2023-05-27,18:00,The Weeknd,Starboy,1152,C
2023-05-27,18:04,The Weeknd,Blinding Lights,160901,C
2023-05-27,18:04,C418,Sweden,48597,C
2023-05-27,18:05,Betoven Collection,Gymnopédie No.1,42602,C
2023-05-27,18:09,Jacob's Piano,Mariage d'Amour,215722,C
2023-05-27,18:11,Fabrizio Paterlini,Rue des trois frères,22563,C
2023-05-27,18:11,Fabrizio Paterlini,Rue des trois frères,111442,C
2023-05-27,18:17,Carly Comando,Everyday,349000,C
2023-05-27,18:23,Carly Comando,Everyday,349000,C
2023-05-27,18:23,Carly Comando,Everyday,24631,C
2023-05-27,18:28,Pescado Rabioso,Cementerio Club,295826,C
2023-05-27,18:31,Pescado Rabioso,Por,174029,C
2023-05-27,18:36,Pescado Rabioso,Superchería,255986,C
2023-05-27,18:39,Pescado Rabioso,La Sed Verdadera,209973,C
2023-05-27,18:48,Pescado Rabioso,Cantata de Puentes Amarillos,547960,C
2023-05-27,18:52,Pescado Rabioso,Bajan,204466,C
2023-05-27,18:55,Pescado Rabioso,"A Starosta, el Idiota",193706,C
2023-05-27,18:59,Pescado Rabioso,Las Habladurias del Mundo,243266,C
2023-05-27,19:01,Pescado Rabioso,Todas las Hojas Son del Viento,130080,C
2023-05-27,19:04,Pescado Rabioso,Cementerio Club,185873,C
2023-05-27,20:04,Pescado Rabioso,La Sed Verdadera,1045,C
2023-05-27,20:04,Pescado Rabioso,Superchería,2240,C
2023-05-27,20:04,Pescado Rabioso,Cantata de Puentes Amarillos,10688,C
2023-05-27,20:04,Pescado Rabioso,Por,725,C
2023-05-27,20:08,Pescado Rabioso,Bajan,204466,C
2023-05-27,20:11,Pescado Rabioso,"A Starosta, el Idiota",193706,C
2023-05-27,20:15,Pescado Rabioso,Las Habladurias del Mundo,114445,C
2023-05-27,20:19,Charly García,Nos Siguen Pegando Abajo,206720,C
2023-05-27,20:23,Charly García,Hablando a Tu Corazón,255266,C
2023-05-27,20:25,Charly García,Demoliendo Hoteles,135973,C
2023-05-27,21:27,La Vela Puerca,De Atar,206129,C
2023-05-27,21:32,Luis Alberto Spinetta,Rezo por Vos (En Vivo Estadio Vélez Sarsfield) (feat. Charly García),272733,C
2023-05-27,21:40,Fito Paez,Dos días en la vida,448430,C
2023-05-27,21:40,Luis Alberto Spinetta,Ya No Mires Atrás,4671,C
2023-05-27,21:40,Los Piojos,Ruleta,2474,C
2023-05-27,21:40,Catupecu Machu,Magia Veneno,1429,C
2023-05-27,21:40,Catupecu Machu,A Veces Vuelvo,1471,C
2023-05-27,21:40,Attaque 77,Arrancacorazones,5461,C
2023-05-27,21:40,Los Piojos,Bicho de Ciudad,1471,C
2023-05-27,21:40,Charly García,Buscando un Símbolo de Paz,3840,C
2023-05-27,21:40,Catupecu Machu,Y Lo Que Quiero Es Que Pises Sin El Suelo,1578,C
2023-05-27,21:40,La Renga,El Revelde,1664,C
2023-05-27,21:40,Conociendo Rusia,Cabildo y Juramento,1429,C
2023-05-27,21:42,Jarabe De Palo,Depende,810,C
2023-05-27,21:42,La Portuaria,A Través De Tus Ojos,3135,C
2023-05-27,21:42,Los Piojos,Fijate,1749,C
2023-05-27,21:42,Fito Paez,La rueda mágica,123050,C
2023-05-27,21:44,Serú Girán,Seminare (Remasterizado 2021),981,C
2023-05-27,21:44,La Franela,Hacer un puente,1408,C
2023-05-27,21:44,La Franela,Hacer un puente,10325,C
2023-05-27,21:44,Jarabe De Palo,Depende,1578,C
2023-05-27,21:44,Gustavo Cerati,Bajan,1301,C
2023-05-27,21:44,Charly García,Chipi-Chipi,1301,C
2023-05-27,21:44,Charly García,Chipi-Chipi,2837,C
2023-05-27,21:44,Los Piojos,Fijate,90197,C
2023-05-27,21:47,Gustavo Cerati,Bajan,198357,C
2023-05-27,21:51,Serú Girán,Seminare (Remasterizado 2021),202513,C
2023-05-27,21:51,Gustavo Cerati,Crimen,23461,C
2023-05-28,22:31,Ottilie Lebau,Saint James Infirmary Blues,124000,C
2023-05-28,22:34,Frank Keme,Around Me,162427,C
2023-05-28,22:36,Rikard Wennberg,Our Love Story,126491,C
2023-05-28,22:40,Alec Taylor,God Bless the Child,254647,C
2023-05-28,22:43,Andy Luma,Cherokee,179874,C
2023-05-28,22:47,Mary Steinbrecher,Sharing,224500,C
2023-05-28,22:49,Lenard Lovito,Sweet Or Sweeter,119350,C
2023-05-28,22:51,Einar Magnusson,Be Free,137984,C
2023-05-28,22:54,Martin Landström,That Old Fashioned Moon,169446,C
2023-05-28,22:57,Urskogen Jazz,"Break My Heart, Love",177071,C
2023-05-28,23:01,Tim Walker-Price,Embraceable You,202889,C
2023-05-28,23:03,Roland Wilder,St. James's At Night,149771,C
2023-05-28,23:07,Elton Willis,There´s no you,187127,C
2023-05-29,10:01,Rels B,Sin Gato (MIAU!),99456,C
2023-05-29,10:05,Rauw Alejandro,Aquel Nap ZzZz,263637,C
2023-05-29,10:09,Rauw Alejandro,MUSEO,216128,C
2023-05-29,10:09,Selecta,Tu Nombre - Remix - Bonus Track,2773,C
2023-05-29,10:12,ROSALÍA,BESO,194543,C
2023-05-29,10:12,Gustavo Cerati,Camuflaje,4018,C
2023-05-29,10:15,ROSALÍA,LLYLM,174044,C
2023-05-29,10:19,Fabiana Cantilo,Nada es para siempre,11925,C
2023-05-29,10:19,Zeballos,Eclipse,241058,C
2023-05-29,10:19,Fabiana Cantilo,Llego tarde,1194,C
2023-05-29,10:19,LOUTA,VENENO,1493,C
2023-05-29,10:19,Claudia Puyó,Alguna Vez,3416,C
2023-05-29,10:20,WOS,DESCARTABLE,72511,C
2023-05-29,10:23,C. Tangana,Estrecho / Alvarado (feat. pablopablo),150141,C
2023-05-29,10:27,Bad Bunny,ANTES QUE SE ACABE,221186,C
2023-05-29,10:29,Eladio Carrion,Me Gustas Natural,3114,C
2023-05-29,10:29,Rels B,Buenos Genes,5290,C
2023-05-29,10:29,Eladio Carrion,Coco Chanel,132973,C
2023-05-29,10:30,Kendrick Lamar,Money Trees,75242,C
2023-05-29,10:31,Justend,threethou - latenight,80562,C
2023-05-29,10:32,DNA,"Tom's Diner - 7"" Version",3076,C
2023-05-29,10:32,Blood Orange,Out Of Your League,1749,C
2023-05-29,10:34,Playboi Carti,Location,168783,C
2023-05-29,10:40,Travis Scott,90210 (feat. Kacy Hill),339066,C
2023-05-29,10:42,Kanye West,Ghost Town,103202,C
2023-05-29,23:30,ROSALÍA,BESO,194543,C
2023-05-29,23:33,WOS,DESCARTABLE,181782,C
2023-05-29,23:33,Gustavo Cerati,Camuflaje,12945,C
2023-05-29,23:36,ROSALÍA,LLYLM,174044,C
2023-05-29,23:40,Fabiana Cantilo,Nada es para siempre,1642,C
2023-05-29,23:40,Zeballos,Eclipse,241058,C
2023-05-29,23:40,Claudia Puyó,Alguna Vez,1666,C
2023-05-29,23:41,Fabiana Cantilo,Llego tarde,14762,C
2023-05-29,23:44,WOS,ANDRÓMEDA,171475,C
2023-05-29,23:44,Lara91k,Zoe,0,C
2023-05-29,23:44,Rels B,Sin Gato (MIAU!),1791,C
2023-05-29,23:47,Adrian Bello,Elefantes en el Mar,1450,C
2023-05-29,23:47,WOS,ANDRÓMEDA,575,C
2023-05-29,23:47,Gustavo Cerati,Bajan,4991,C
2023-05-29,23:47,WOS,MUGRE,1066,C
2023-05-29,23:47,Lara91k,Zoe,194346,C
2023-05-29,23:47,WOS,OKUPA,981,C
2023-05-29,23:51,T&K,Voyagers,266367,C
2023-05-29,23:53,maye,Versos de Placer,90026,C
2023-05-29,23:54,maye,Tú,55701,C
2023-05-30,21:07,Babi,Lo sabía,199146,C
2023-05-30,21:10,Doble,3 AM,168500,C
2023-05-30,21:13,Zeballos,Sin Escalas,181000,C
2023-05-30,21:16,Al Safir,No Love,184000,C
2023-05-30,21:20,Delaossa,Veneno,258586,C
2023-05-30,21:24,ACRU,THROW UP SESSION #3,231111,C
2023-05-30,21:27,Sara Socas,Ahora Me Quiero Más,166666,C
2023-05-30,21:30,Marc Seguí,Daiwal,173354,C
2023-05-30,21:33,Santy-P,Lento,199500,C
2023-05-30,21:36,Kali Uchis,telepatía,160191,C
2023-05-30,21:38,Rels B,SHORTY QUE TE VAYA BN <3,1602,C
2023-05-30,21:38,Vivi K,he dejado de llamarte,142467,C
2023-05-30,21:42,Zeballos,Catarsis,214833,C
2023-05-30,21:45,Marc Seguí,cara :),176340,C
2023-05-31,09:57,Fito Paez,El Amor Después del Amor - EADDA9223,235349,C
2023-05-31,10:02,Fito Paez,Dos Días en la Vida - EADDA9223 (feat. Lali & Nicki Nicole),248881,C
2023-05-31,10:03,Fito Paez,La Verónica - EADDA9223 (feat. NATHY PELUSO),94820,C
2023-05-31,10:04,Fito Paez,Tráfico por Katmandú - EADDA9223 (feat. Elvis Costello),72469,C
2023-05-31,10:07,Fito Paez,Pétalo de Sal - EADDA9223 (feat. Chico Buarque),139989,C
2023-05-31,10:11,Fito Paez,"Sasha, Sissi y el Círculo de Baba - EADDA9223 (feat. Mon Laferte)",238333,C
2023-05-31,10:12,Fito Paez,Un Vestido y un Amor - EADDA9223 (feat. Marisa Monte),83757,C
2023-05-31,10:14,Fito Paez,Tumbas de la Gloria - EADDA9223 (feat. María Castillo de Lima),144341,C
2023-05-31,10:19,Fito Paez,La Rueda Mágica - EADDA9223 (feat. Andrés Calamaro & Conociendo Rusia),248724,C
2023-05-31,10:24,Fito Paez,Creo - EADDA9223,308790,C
2023-05-31,10:27,Fito Paez,Detrás del Muro de los Lamentos - EADDA9223 (feat. Antonio Carmona & Estrella Morente),216762,C
2023-05-31,10:33,Fito Paez,La Balada de Donna Helena - EADDA9223 (feat. WOS & CA7RIEL),342215,C
2023-05-31,10:37,Fito Paez,Brillante Sobre el Mic - EADDA9223,246183,C
2023-05-31,10:40,Fito Paez,A Rodar Mi Vida - EADDA9223 (feat. David Lebón & Leiva),144656,C
2023-05-31,22:40,Fito Paez,A Rodar Mi Vida - EADDA9223 (feat. David Lebón & Leiva),4544,C
2023-05-31,22:41,Fito Paez,El Amor Después del Amor - EADDA9223,62271,C
2023-05-31,22:42,Kate Bush,Running Up That Hill (A Deal With God),70015,C
2023-05-31,22:43,Kate Bush,Wuthering Heights,43157,C
2023-05-31,22:46,Sunni Colón,UNIVERSE 4 TWO,159424,C
2023-05-31,22:48,maye,Tú,161322,C
2023-05-31,22:48,ROSALÍA,BESO,2645,C
2023-05-31,22:48,Selecta,Tu Nombre - Remix - Bonus Track,3007,C
2023-05-31,22:49,Gustavo Cerati,Camuflaje,16597,C
2023-05-31,22:51,C. Tangana,Demasiadas Mujeres,153960,C
2023-05-31,22:52,C. Tangana,Tú Me Dejaste De Querer,59522,C
2023-05-31,22:55,Varese,Dormido - Franzizca Remix,128938,C
2023-05-31,22:56,Franzizca,90s,95722,C
2023-05-31,22:59,C. Tangana,Tú Me Dejaste De Querer,172864,C
2023-05-31,23:02,TAICHU,NOCHE DE SATEO,173238,C
2023-05-31,23:06,Hayden James,Something About You,225181,C
2023-05-31,23:08,Madelline,dopamine,114990,C
2023-05-31,23:09,Claptone,Dear Life,50922,C
2023-05-31,23:10,Sofi Tukker,Jacaré,49194,C
2023-05-31,23:12,Chris Lake,Beggin',127338,C
2023-05-31,23:15,RÜFÜS DU SOL,Sundream,183045,C
2023-05-31,23:17,C. Tangana,Nominao,92223,C
2023-06-01,01:27,Jesse Baez,Honey,11029,C
2023-06-01,01:51,Nsqk,De Vez en Cuando (Aparece),3178,C
2023-06-01,09:52,Nsqk,De Vez en Cuando (Aparece),110031,C
2023-06-01,09:53,Nsqk,Árbol De Manzanas,67562,C
2023-06-01,09:54,Nsqk,309,35456,C
2023-06-01,09:54,Nsqk,De Vez en Cuando (Aparece),1301,C
2023-06-01,09:55,Nsqk,Tonos de Azul,90431,C
2023-06-01,09:56,Nsqk,¿Pa Qué La Hacemos De Pedo?,51754,C
2023-06-01,09:58,Nsqk,Árbol De Manzanas,114282,C
2023-06-01,10:00,Jesse Baez,Honey,110997,C
2023-06-01,10:00,Feid,Le Pido a DIOS,6442,C
2023-06-01,10:01,Jesse Baez,No Jaló,2197,C
2023-06-01,10:01,Jesse Baez,Monte Carlo,37034,C
2023-06-01,10:03,Jesse Baez,ZACAPA SPONSOR ME,154813,C
2023-06-01,10:05,Jesse Baez,Cosas De Antes,99309,C
2023-06-01,10:08,Paco Amoroso,Viuda Negra,198085,C
2023-06-01,10:12,Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",190803,C
2023-06-01,10:13,Paco Amoroso,Switch,81812,C
2023-06-01,10:19,Fito Paez,Brillante Sobre el Mic - EADDA9223,15608,C
2023-06-01,10:19,Fito Paez,La Balada de Donna Helena - EADDA9223 (feat. WOS & CA7RIEL),342215,C
2023-06-01,10:21,Fito Paez,"Sasha, Sissi y el Círculo de Baba - EADDA9223 (feat. Mon Laferte)",125034,C
2023-06-01,10:22,Andrés Calamaro,Crímenes perfectos,4991,C
2023-06-01,10:22,Fito Paez,Un Vestido y un Amor - EADDA9223 (feat. Marisa Monte),71061,C
2023-06-01,10:23,Andrés Calamaro,Cartas Sin Marcar,31786,C
2023-06-01,10:24,Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",82175,C
2023-06-01,10:27,Natanael Cano,AMG,174942,C
2023-06-01,10:29,Eslabon Armado,Ella Baila Sola,85314,C
2023-06-01,10:30,Nicki Nicole,CAEN LAS ESTRELLAS,64405,C
2023-06-01,10:31,YSY A,Traje Unos Tangos,63189,C
2023-06-01,18:34,Eminem,Stepdad,30954,C
2023-06-01,18:35,Eminem,Stepdad,9727,C
2023-06-01,18:35,Pescado Rabioso,Amame Peteribí,3733,C
2023-06-01,18:35,Pescado Rabioso,Amame Peteribí,4394,C
2023-06-01,19:38,Canserbero,Es Épico,361978,C
2023-06-01,19:40,YSY A,#Ysya2020 Vol. 4 - Pasa Que Yo,75541,C
2023-06-01,19:49,Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",241890,C
2023-06-01,20:07,Zeballos,Eclipse,30660,C
2023-06-01,20:12,2Pac,Do For Love,252500,C
2023-06-01,20:14,Common,Invocation,103060,C
2023-06-01,20:35,2Pac,I Get Around,180290,C
2023-06-02,00:36,Mayo 214,Me noto distinto,4410,C
2023-06-02,00:38,maye,Tú,143720,C
2023-06-02,00:44,Ms. Lauryn Hill,Doo Wop (That Thing),320266,C
2023-06-02,00:48,Ice Cube,You Know How We Do It,232773,C
2023-06-02,00:49,Junior M.A.F.I.A.,Get Money,115540,C
2023-06-02,00:53,Wu-Tang Clan,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",227010,C
2023-06-02,00:57,maye,Yours,202720,C
2023-06-02,00:57,maye,Versos de Placer,3340,C
2023-06-02,00:59,maye,Kaleidoscope,166610,C
2023-06-02,01:27,¿Téo?,Belong in the Sun,136410,C
2023-06-02,10:18,Fito Paez,El amor después del amor,311893,C
2023-06-02,10:22,Fito Paez,Dos días en la vida,212920,C
2023-06-02,10:27,Fito Paez,Tráfico por Katmandú,6229,C
2023-06-02,10:27,Fito Paez,La Verónica,277469,C
2023-06-02,10:29,Fito Paez,Pétalo de sal,163280,C
2023-06-02,10:31,Fito Paez,"Sasha, Sissí y el círculo de baba",95408,C
2023-06-02,17:22,Tan Bionica,Loca,208813,C
